"Evaporation","Sunshine","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","RainTomorrow","Month"
3.8,1.5,37,33,61,44,1003.9,1005.1,"0","December"
4.2,6.1,24,22,65,50,1010.3,1013.2,"1","December"
3.6,13.4,6,13,58,27,1019.4,1015.9,"0","December"
6.6,10.6,17,31,56,44,1022.1,1024.6,"0","December"
6.4,12.8,17,15,58,44,1025.5,1020,"0","December"
5,1.3,2,2,76,64,1012.9,1009.5,"0","December"
3,6.1,17,28,59,62,1009.1,1008,"0","December"
5.8,6.9,22,31,61,40,1011.9,1014,"0","December"
4,13.4,11,15,53,42,1018.8,1016,"0","December"
7.6,13.1,26,30,31,46,1013.1,1013.6,"0","December"
7.4,13.7,11,17,63,57,1017.8,1016.5,"0","December"
7.6,12.3,28,43,58,12,1010.1,1005,"0","December"
6.4,6.2,17,17,68,51,1012.3,1012.4,"0","January"
6,9.7,19,30,60,48,1016.3,1016.4,"0","January"
7.6,9.1,26,28,47,40,1017.9,1016.4,"0","January"
5.6,12,17,26,60,46,1013.9,1011.1,"0","January"
5.6,11.1,20,26,66,59,1009.7,1010.1,"0","January"
6.4,10.3,9,19,71,48,1010.5,1007.3,"0","January"
9.2,8.7,46,43,47,34,1009,1008.1,"0","January"
9.2,10,44,26,52,45,1009,1007.5,"0","January"
8.4,0,20,22,71,63,1018.8,1017.5,"0","January"
4.2,0,9,7,88,75,1015.7,1012.4,"1","January"
1,0,9,9,87,72,1011.2,1008.9,"1","January"
1,2,20,39,88,68,1004,1002.6,"1","January"
3,0,24,20,75,91,1007.8,1004.5,"1","January"
2.8,6.3,24,9,87,68,1001.4,1004,"1","January"
5,12.1,9,17,73,53,1009.3,1008.6,"0","January"
7,9.3,6,19,79,68,1009.6,1007.2,"0","January"
7.2,4.8,20,31,58,56,1008.3,1007.8,"0","January"
5.4,1,20,22,99,55,1011,1010.2,"0","January"
4.2,6.6,17,24,60,54,1012.5,1013.2,"0","January"
4.6,12.6,7,17,70,54,1012.5,1009.6,"0","January"
8,11.5,33,30,44,59,1008.9,1010.2,"0","January"
7.2,5.5,11,9,77,52,1015.2,1012,"0","January"
3.6,11.4,9,17,80,51,1009.9,1006,"1","January"
7.6,7.4,11,30,86,49,1004.9,1006.3,"0","January"
5,8.6,2,15,55,40,1008.8,1006,"1","January"
5,0.7,15,19,89,63,1014.1,1015.7,"0","January"
1.8,13.6,6,20,69,43,1017.1,1017.1,"0","January"
7.2,10.5,13,19,52,44,1022.4,1021.1,"0","January"
6.4,12.5,9,13,65,42,1019.8,1017.6,"0","January"
7.4,13.4,39,39,40,18,1015.4,1013.1,"0","January"
12,8.4,9,17,67,66,1012.8,1011.1,"0","January"
5.2,9.6,26,33,32,52,1003.2,1003.7,"0","February"
7.4,11.3,6,13,66,57,1011.7,1008.7,"0","February"
6,2.9,15,6,89,58,1014.8,1013.7,"1","February"
4,1.6,31,24,85,83,1010.1,1007.3,"1","February"
7.6,0,11,11,96,77,1006.1,1006.9,"1","February"
1.8,11.3,28,30,53,40,1020.3,1024.2,"1","February"
4.6,12.7,9,22,57,45,1026,1024.2,"1","February"
6.2,9.4,24,26,61,42,1023,1022.6,"0","February"
5.4,8.6,9,22,69,56,1023.4,1019.8,"0","February"
4.6,1.3,28,30,72,52,1016.8,1013.3,"1","February"
6,0.2,15,20,83,87,1010.2,1010,"1","February"
10.4,8.8,28,24,58,41,1020.5,1019.6,"0","February"
4.8,7.4,4,26,70,55,1023,1023,"1","February"
4.4,12,13,9,68,52,1024.5,1022.4,"0","February"
4.2,11.1,19,13,72,38,1021.7,1018,"0","February"
6.6,3.6,24,24,64,48,1017,1013.1,"1","February"
5,8.5,6,20,85,54,1013.2,1012.5,"0","February"
3.8,3.3,7,7,73,48,1014.6,1010.5,"0","February"
4.2,10.5,24,44,70,42,999,1002.9,"0","February"
6.8,8.1,17,31,54,41,1009.2,1012.9,"1","February"
5.6,6.5,28,30,59,60,1018,1020.6,"0","February"
4.6,4.1,13,24,58,47,1025.7,1025.3,"0","February"
3.6,9.2,11,19,65,56,1026.5,1023.2,"0","February"
4.2,10.4,9,17,74,50,1019.9,1017,"0","February"
4.8,5.3,7,13,73,54,1016.1,1013.8,"1","February"
3,7.1,7,15,72,41,1009.8,1007.4,"0","February"
4.2,0,15,15,95,81,1009.6,1011.1,"0","February"
1.2,0,9,13,76,81,1009.5,1008.1,"0","February"
1.2,8.9,17,31,67,40,1009.2,1013.8,"0","March"
3.6,10.3,9,15,60,48,1018.2,1015.9,"0","March"
4.6,7.8,22,28,62,59,1013.4,1013.4,"0","March"
5,0.5,28,28,62,62,1015.6,1017.5,"0","March"
3.4,12.1,22,13,48,36,1023.7,1021.9,"0","March"
4.8,12,28,22,68,31,1025.3,1021.9,"0","March"
7.2,11.6,48,43,51,32,1020.7,1016.3,"0","March"
10.8,0.1,44,19,47,40,1012.7,1010.2,"0","March"
2.6,0.7,7,24,80,67,1012.6,1011.5,"1","March"
1.8,0,19,20,91,70,1015.4,1015.6,"0","March"
0.6,7.7,2,9,78,51,1017.1,1014.7,"0","March"
3,11.5,11,22,77,49,1017.1,1015.2,"0","March"
6.8,5.7,33,24,69,87,1016.5,1015.6,"1","March"
5.6,10.7,22,15,58,40,1025.8,1023.1,"0","March"
4.4,9.9,6,17,73,38,1020.5,1017.4,"0","March"
3.8,8.2,11,24,55,49,1022,1021.3,"0","March"
5.6,2,17,24,52,50,1023.2,1021.5,"0","March"
3.4,3.5,15,22,58,49,1019.4,1017.7,"0","March"
3.6,9,9,15,71,51,1016.2,1013,"1","March"
2.8,8.5,7,20,82,38,1011.7,1007.6,"0","March"
5.2,0.5,4,11,70,59,1005.8,1003.4,"0","March"
2.2,1,7,15,86,79,1002.4,1001.5,"0","March"
2.6,6.9,13,28,75,40,1003.9,1002.5,"0","March"
3.6,0.9,19,30,81,82,1003.3,1004.3,"1","March"
2.6,1.3,26,31,74,45,1014.9,1018,"0","March"
3.2,0.1,17,28,60,63,1024.4,1024.4,"0","March"
2.4,2.7,6,6,78,55,1027,1025.6,"0","March"
1.8,8,11,6,74,53,1028,1024.6,"0","March"
4,10.6,19,20,82,31,1022.6,1017.9,"0","March"
5.4,6.3,13,37,80,65,1017.7,1018.8,"0","March"
5,7.6,13,26,51,39,1027.3,1026.9,"0","March"
4,0.4,9,13,76,72,1018.7,1016.7,"1","May"
0.6,4.4,9,19,88,54,1018.5,1017.1,"0","May"
1.8,3.2,11,26,75,66,1019.2,1017.9,"0","May"
2,3.6,13,19,75,64,1021.2,1020,"0","May"
1.6,0,13,17,53,59,1026.8,1025.6,"0","May"
1.8,2,13,13,64,50,1025.4,1022.8,"0","May"
1.6,1,15,11,79,60,1019.5,1015.2,"0","May"
0.8,1,9,33,76,74,1015.8,1015.3,"1","May"
0.8,5.3,9,22,64,54,1022,1021.3,"0","May"
1.6,3.8,11,11,77,47,1020.3,1015,"1","May"
2,7,28,30,71,76,1010.5,1009.1,"1","May"
2,0.6,24,20,95,91,1012.3,1010.2,"1","May"
0.6,2.7,20,44,77,88,1012.5,1011.1,"1","May"
0.8,5.4,24,28,87,64,1022.9,1024.3,"1","May"
1.2,0.6,19,13,75,57,1031.2,1030.6,"0","May"
2.2,0.2,17,17,59,59,1032.2,1029.9,"0","May"
1.2,2.5,9,11,75,62,1031.6,1028.8,"0","May"
1,3.6,20,31,72,55,1030.2,1027.4,"0","May"
2.4,2.3,37,24,58,45,1028.2,1026.6,"0","May"
3.2,0.6,28,31,58,37,1026.8,1022.8,"0","May"
4,6.4,43,33,55,38,1021,1017.3,"0","May"
4.4,2.8,30,28,60,67,1010.6,1006.1,"1","May"
1.6,2,13,24,88,85,1001.2,1001.3,"1","May"
0.2,3.2,35,31,73,54,1010.2,1012.5,"1","May"
3.4,1.8,13,26,71,59,1020.4,1019.8,"0","May"
1.8,1.1,19,11,70,77,1020.8,1018.7,"1","May"
1.6,1.3,17,15,77,71,1021.3,1020.3,"0","May"
1,1,0,6,90,76,1025,1023.7,"0","May"
0,0,0,2,89,72,1026.7,1024.9,"0","May"
0.4,7.6,9,19,83,64,1028.2,1025.5,"0","May"
2,6.3,9,9,86,56,1025.7,1022.8,"0","May"
1.6,9.3,6,11,80,50,1028.1,1025.5,"0","June"
2,8.8,22,31,71,48,1026.1,1021.7,"0","June"
2.2,2.2,39,22,63,56,1016.4,1013.4,"1","June"
2,7.1,17,15,70,47,1014.7,1014.9,"0","June"
3,8.4,20,22,59,33,1014.8,1009.4,"1","June"
3,6.1,19,17,69,47,1019,1018.1,"0","June"
2.8,2.8,35,28,61,58,1014,1013.5,"1","June"
1.2,4.7,31,39,77,73,1019.2,1018.9,"1","June"
1,3.3,17,26,72,67,1020.8,1020.4,"1","June"
0.4,5.9,17,22,77,65,1023.6,1024.3,"0","June"
1,7.3,9,26,75,62,1030,1029.2,"0","June"
1.4,4,7,24,97,66,1031.3,1028.8,"0","June"
1.2,3.2,9,17,93,59,1029.8,1026.9,"0","June"
1,4.8,9,19,80,62,1029,1026.9,"0","June"
0.2,5.8,11,7,83,58,1028.9,1025.3,"0","June"
1.4,1.9,24,20,78,56,1021.3,1016.6,"1","June"
1.2,4.8,30,31,80,54,1008.5,1010.3,"0","June"
1.6,5,17,20,83,61,1013.5,1013.4,"0","June"
1.4,2.2,20,31,78,60,1013.4,1009.6,"1","June"
1.8,1,24,33,75,58,1008.8,1003.7,"1","June"
4.2,6.2,31,20,63,70,999.7,1002.6,"1","June"
3,0.3,24,22,70,62,1010.7,1008.8,"0","June"
0.6,3.2,20,22,83,71,1019,1019.4,"0","June"
1.6,2.1,24,15,73,52,1025.7,1025.3,"0","June"
1.6,8.8,24,35,82,51,1028.8,1025.6,"0","June"
3.4,7.6,44,33,79,53,1023.4,1021.1,"0","June"
1.4,5.5,11,15,78,54,1029.7,1029,"0","June"
1.4,4.7,2,2,86,68,1035.7,1033.1,"0","June"
1,9.1,11,19,82,46,1036.5,1033.9,"0","June"
1.8,7.4,28,26,63,47,1036.6,1033,"0","June"
3,8.2,33,28,69,46,1030.5,1026.4,"0","July"
3.6,7.1,35,33,64,44,1021.9,1016.4,"0","July"
4,0.5,37,30,53,73,1013.2,1010.6,"0","July"
1.2,5,28,35,66,49,1007.1,1003.2,"0","July"
3.8,0.9,41,39,61,65,1004.7,1005.5,"1","July"
3.8,2.6,24,22,65,59,1005.5,1001.7,"1","July"
1,4.9,26,30,75,56,1015.3,1019.5,"0","July"
1.4,0.3,15,22,62,55,1023.7,1021.1,"1","July"
1.4,8.6,15,28,67,45,1020.2,1017.8,"0","July"
2.4,1.2,26,39,55,90,1011,1010,"0","July"
1.8,0.6,28,24,76,55,1022.3,1022.8,"1","July"
2.4,0.2,20,39,64,54,1022.8,1020.4,"0","July"
2.6,1.8,15,30,82,81,1019.3,1019.1,"1","July"
1,5.1,17,20,90,59,1029.9,1031.2,"0","July"
0.8,8.9,13,9,95,56,1036.7,1033.4,"0","July"
1.4,6.8,6,20,80,48,1030,1024.7,"0","July"
1.4,2.5,30,28,75,69,1020.3,1017.8,"1","July"
1.4,1.8,11,13,78,73,1017.4,1017.2,"0","July"
0.6,1.7,19,35,85,73,1022.6,1022.8,"0","July"
0,0,30,30,75,66,1027.6,1026.6,"0","July"
2.2,0.1,17,22,79,68,1026.3,1023.2,"0","July"
0.2,8.8,13,9,80,56,1025.2,1022.9,"0","July"
1.4,3,17,9,90,64,1024.4,1021.1,"0","July"
0.4,0.4,28,30,90,70,1018.1,1014.9,"1","July"
1.2,1.5,11,19,91,78,1015.7,1015.1,"1","July"
0.8,3.2,19,20,84,58,1023,1023.5,"0","July"
1,9,17,24,87,47,1029,1026.8,"0","July"
2.6,9.4,44,35,70,35,1026.8,1023.6,"0","July"
4.6,5.9,44,35,63,34,1024.8,1021.7,"0","July"
4,0.3,43,37,44,43,1019.1,1015.3,"0","July"
2.8,8.6,30,33,65,52,1017.9,1015.4,"0","July"
3,5.1,50,37,64,51,1017,1014,"0","August"
3.4,6.4,41,33,49,40,1017,1013.7,"0","August"
3.8,9.4,30,39,54,31,1017.6,1013.2,"0","August"
7.6,4.2,24,9,31,39,1016.5,1017.1,"0","August"
2.4,1.5,13,13,43,43,1018.2,1017.5,"0","August"
1.6,2.7,13,13,79,69,1017.2,1014.1,"0","August"
1.2,2,17,13,84,56,1014.5,1011.8,"1","August"
0.6,5.8,6,19,79,57,1011.8,1010.2,"0","August"
1.4,0.2,13,9,84,80,1009.4,1005.9,"1","August"
0,0,9,15,82,87,1008.6,1008.6,"1","August"
0,1.9,26,19,73,57,1017,1016.6,"0","August"
2.8,5.9,6,9,95,55,1021.5,1020.5,"0","August"
0.6,0.2,11,9,81,65,1024.2,1022.6,"1","August"
0.4,6.5,13,9,80,51,1026.7,1023.1,"0","August"
0.8,0,15,24,79,72,1022.5,1019.3,"1","August"
1.6,6.5,31,33,67,43,1017.6,1013,"0","August"
5.6,0.5,17,20,62,85,1005.5,1003.8,"1","August"
1.6,0.2,17,19,78,67,1007.8,1007.3,"1","August"
0.2,4.6,7,22,94,71,1022.4,1023.9,"0","August"
0.8,6.7,9,9,83,47,1031.8,1030.2,"0","August"
2.2,9.6,22,13,73,35,1036.4,1034.4,"0","August"
2.4,10.6,15,11,73,37,1039,1035.6,"0","August"
2.8,10.7,20,20,59,44,1035,1030.9,"0","August"
3,10.6,31,20,71,40,1029,1024.2,"0","August"
4.6,8.1,52,31,58,55,1019.1,1018.3,"0","August"
3.8,6.9,7,7,55,42,1025.8,1023.3,"0","August"
3,7.3,19,17,57,38,1022.4,1019.4,"0","August"
3.4,9.7,19,26,62,38,1020.3,1015.1,"0","August"
3.8,5.2,22,20,70,49,1018.2,1020,"0","August"
3.6,5.7,9,20,62,50,1025.6,1023.9,"0","August"
2.4,1.6,17,19,69,58,1025.4,1024.1,"0","August"
1.6,7.3,7,15,82,54,1027.2,1025.2,"0","September"
2.4,10.3,15,31,78,34,1027.3,1023.5,"0","September"
7,9.1,56,46,44,37,1022.9,1018.3,"0","September"
7.8,2.4,43,20,47,71,1018.3,1018.9,"0","September"
2,9.6,9,20,66,31,1023.3,1017.3,"0","September"
5.2,4.2,30,37,51,45,1010.4,1012.5,"0","September"
2.8,8,19,13,58,35,1020.3,1019.8,"0","September"
2.8,7.7,7,17,64,39,1022.9,1019,"1","September"
3,6.1,15,39,90,46,1015.1,1015.3,"1","September"
2.4,3.8,31,19,71,61,1018.6,1016.3,"0","September"
1,7.7,30,37,81,48,1016.4,1018.4,"0","September"
3.2,0.9,13,22,51,42,1025.6,1024,"0","September"
3,7.1,24,39,52,36,1024,1018.5,"0","September"
6.2,6.9,13,28,63,56,1019.4,1017.6,"0","September"
2.8,6.5,11,20,66,49,1022.6,1019.4,"0","September"
3.6,8.1,46,28,47,44,1013.7,1013.7,"0","September"
3.8,8.8,35,52,59,34,1013.4,1005.2,"0","September"
6.8,6.8,9,15,79,48,1017.5,1016.6,"0","September"
3.4,9.7,46,35,38,21,1008.5,1000.5,"1","September"
10.4,7.1,28,31,71,49,1006.9,1010.6,"0","September"
4,3.9,20,24,63,36,1019.4,1017.7,"0","September"
4.6,11.1,48,50,48,31,1018.3,1011,"0","September"
11,6.1,24,20,47,44,1020.6,1021.8,"0","September"
4,7.8,28,33,51,39,1023.6,1021.6,"0","September"
3.2,11,13,19,61,34,1024.7,1021.8,"0","September"
6.6,9.1,46,28,43,29,1023.3,1018.3,"0","September"
6.8,5.7,52,52,47,42,1016.2,1011,"0","September"
6.4,1,46,37,35,70,1001.3,997.6,"1","September"
7.6,1,11,46,86,61,992.9,993.4,"1","September"
2.4,5,30,19,62,55,1004,1001.4,"0","September"
2.8,0,20,28,83,74,1008.4,1011.8,"0","October"
0.8,10.5,17,28,65,41,1022.4,1021.6,"1","October"
3.8,11.6,4,7,71,40,1025.6,1022.8,"0","October"
3,10.1,7,9,68,30,1024,1020.8,"0","October"
5,2.1,22,28,69,39,1018.4,1014.2,"0","October"
4.4,3.3,9,15,77,61,1014.8,1012.4,"0","October"
2.2,2.1,7,11,75,60,1013.5,1010.8,"1","October"
2.8,3.2,7,17,83,71,1013,1011.3,"0","October"
1.6,6.8,17,31,73,39,1009.4,1010.5,"1","October"
3,5.6,19,26,62,64,1011.1,1009.1,"1","October"
3.2,4,15,30,60,55,1013.3,1013.5,"0","October"
4,5.8,17,9,66,51,1020.3,1019.8,"0","October"
2.8,10.9,2,6,68,49,1021.5,1017.6,"0","October"
4,11.1,26,26,68,34,1015,1010.1,"0","October"
5.4,9.2,13,35,60,59,1007.8,1007.1,"0","October"
5.8,11.9,30,43,57,34,1017.9,1021.7,"1","October"
5.8,12.2,13,13,55,38,1033.7,1032.5,"0","October"
4.4,12.3,15,33,66,22,1031.2,1027.7,"0","October"
8,12.5,41,33,38,26,1026.5,1022.7,"0","October"
7.8,5.7,52,28,32,26,1021.4,1018.7,"1","October"
6.8,0,9,11,91,86,1024.6,1023.8,"1","October"
0.2,1.4,9,13,86,80,1024,1022,"0","October"
3.2,9.6,11,22,88,28,1018.7,1013.1,"1","October"
6,0,20,24,83,93,1007.6,1011.2,"1","October"
1.6,2.1,30,31,70,57,1016.1,1017.1,"0","October"
3.2,12.5,20,13,56,47,1022,1020.1,"0","October"
5.6,10,41,20,49,31,1020.4,1016.6,"0","October"
8.8,6.2,63,30,53,46,1010.5,1006,"0","October"
3.8,9,11,31,84,42,1010,1010.1,"0","October"
7.8,1.7,37,39,84,72,1016.1,1020.4,"1","October"
4,1.5,17,19,76,55,1025.8,1025,"0","October"
2.6,2.1,15,20,69,65,1023,1019.4,"0","November"
2.6,0,22,15,74,80,1015.6,1014.5,"0","November"
1.4,3.9,20,15,54,56,1016.5,1016.7,"1","November"
2.6,5.7,13,7,68,54,1020.7,1018.6,"0","November"
3.2,12.5,28,24,60,26,1015.2,1011,"0","November"
10,0.7,46,6,37,44,1005.6,1007.1,"0","November"
2.8,9,9,26,74,46,1013.5,1009.5,"1","November"
5.8,3.2,13,4,91,47,1011,1009.2,"0","November"
4.8,6,43,39,63,48,1007.7,1004.8,"1","November"
7,6.9,31,30,61,31,1012.7,1015.5,"0","November"
5.4,10.3,6,13,57,40,1024.2,1020,"0","November"
5,12.5,6,13,56,42,1019.6,1017.2,"0","November"
5.6,0.1,24,24,70,31,1012.8,1010.5,"1","November"
3.4,9.6,20,24,48,34,1007.2,1008.3,"0","November"
4.6,10.7,17,19,56,26,1015.3,1012.4,"1","November"
6.6,11.5,19,17,51,45,1019.4,1019.6,"0","November"
5.6,10.7,7,20,60,34,1019.2,1014.2,"0","November"
8,8.9,39,41,47,26,1011.3,1008.2,"0","November"
10.8,0,13,30,92,86,1011.1,1010.8,"1","November"
2.4,11.9,20,33,63,28,1013.5,1012.9,"1","November"
6.8,11.9,15,13,49,38,1018.2,1014.8,"0","November"
4.8,5.9,15,20,57,53,1012.2,1011,"0","November"
4.4,10.5,30,31,49,43,1021.7,1022.9,"0","November"
5.6,13.6,13,20,60,47,1026.4,1022.5,"0","November"
6.2,4,9,11,63,57,1019.5,1015.9,"0","November"
5.2,0.1,20,28,94,81,1005.1,1002.4,"0","November"
1,8.2,24,9,78,52,1011.4,1011.7,"1","November"
3,3.3,9,9,78,54,1014.7,1011.7,"0","November"
6.8,1.6,52,22,34,15,1005.8,1003.7,"1","November"
8.8,3.6,20,9,80,78,1008.2,1015.3,"1","November"
4.4,7.1,26,26,54,48,1024,1025.2,"0","December"
4,13.7,24,24,50,50,1025.6,1022.2,"0","December"
5.8,6,9,20,70,51,1020.5,1019,"0","December"
4.6,2.3,28,33,42,41,1022.2,1022.9,"0","December"
2.6,13.8,9,30,48,31,1023.9,1019.8,"0","December"
8,13.4,9,13,55,34,1019.1,1015.3,"0","December"
6.4,13.3,30,13,46,23,1014,1010.1,"0","December"
7.4,12.2,39,24,41,19,1010.2,1007.7,"0","December"
6.6,8.7,41,20,45,26,1010.6,1007.9,"0","December"
11,5.6,39,22,50,38,1006.5,1003.4,"0","December"
4.8,4.1,17,28,75,55,1008,1007.5,"1","December"
5.8,7,20,20,52,40,1010.2,1009.7,"1","December"
5.2,7.9,33,30,45,38,1014.4,1015.7,"0","December"
6.4,8.2,26,19,43,45,1018.6,1018,"0","December"
5.2,12.3,11,19,62,51,1018.5,1016.9,"0","December"
6.4,11.2,13,20,66,51,1019.4,1016.1,"0","December"
7.6,10.2,9,24,56,32,1017.8,1013.7,"0","December"
9.6,0.3,17,46,40,51,1009.7,1006.5,"1","December"
5.4,2.3,26,28,66,47,1006.9,1007.7,"0","December"
5.2,6.9,20,26,68,54,1016.7,1017.2,"0","December"
6.2,4.8,15,15,71,50,1018.3,1015.5,"0","December"
4.6,11.5,9,20,67,49,1017.2,1013.6,"0","December"
6,9.8,22,9,62,41,1012.7,1009.8,"0","December"
7,8.8,9,22,78,66,1011.6,1009.6,"0","December"
5.6,5.3,19,30,74,43,1006.7,1002.3,"0","December"
1.8,4.1,24,22,76,69,1007.5,1009.3,"0","December"
4.6,11.7,24,28,55,45,1014.3,1014.1,"1","December"
5,12.6,22,22,56,55,1017.2,1015.8,"0","December"
8,12.2,13,19,55,54,1018.3,1017.5,"0","December"
5.2,11.2,11,11,78,42,1019.6,1016.8,"0","December"
7.4,13.7,48,11,42,17,1017.3,1013.9,"0","December"
10.6,13.7,7,24,69,38,1014.9,1011.4,"0","January"
5.8,12.7,41,35,31,16,1012.2,1009.6,"0","January"
10.6,5.4,9,19,59,50,1012,1011.1,"1","January"
7.8,9.7,24,41,67,41,1017.1,1019,"0","January"
8.2,9.5,11,24,51,42,1019.3,1017.6,"0","January"
6.6,10.8,22,22,50,41,1018.9,1014.6,"0","January"
9,5.9,54,30,41,21,1008.8,1005.1,"0","January"
6.8,6.5,22,39,83,48,1000.6,999.6,"1","January"
8.2,11.1,31,28,46,36,1009.2,1008.3,"1","January"
8.6,5.8,26,31,49,41,1011.9,1009.6,"1","January"
6,9.8,46,37,62,42,1006.8,1012.9,"1","January"
7.4,4.6,22,24,66,53,1020.3,1019.5,"0","January"
4.8,5.1,20,30,69,47,1019.5,1019.1,"0","January"
5.6,3.3,17,26,62,53,1020.4,1019.7,"0","January"
4.8,10,13,20,60,49,1020.9,1018.3,"0","January"
6.6,13.6,52,39,47,24,1018,1014.9,"0","January"
10.2,11.4,56,43,41,26,1016.7,1013,"0","January"
6,10.6,11,20,71,56,1014,1015.4,"0","January"
7,12.3,15,19,59,52,1019.6,1018.2,"0","January"
7,0,15,15,76,67,1017.7,1016.1,"0","January"
2.6,5,24,28,77,64,1017.1,1015.5,"0","January"
4.4,13.1,6,22,70,35,1020.6,1017.8,"0","January"
11.4,13.3,35,17,40,28,1020.2,1016.4,"0","January"
9,13.3,44,24,38,22,1016,1012.5,"0","January"
11.6,7.3,17,17,77,60,1015.2,1014,"0","January"
4.4,12.4,13,31,67,55,1018.5,1016.9,"0","January"
8,13,9,19,69,55,1016.9,1013.5,"0","January"
8.2,12.1,13,26,64,55,1012.7,1009.2,"0","January"
9.4,9.2,9,15,68,33,1007.1,1000.9,"1","January"
10.8,6.9,22,37,83,51,992.4,990.6,"1","January"
10.4,4,20,35,55,52,1012.6,1015.7,"0","January"
5.8,13.2,30,33,59,34,1017.8,1014.2,"0","February"
9,11.4,7,11,66,41,1013.2,1009.2,"0","February"
6.2,12.3,13,20,71,41,1008.4,1005.5,"0","February"
7.4,9.6,20,24,65,23,1003.8,999.8,"0","February"
10.6,3.9,44,50,32,34,994.2,991.8,"1","February"
10.6,11.8,24,15,55,42,1007.4,1006.6,"0","February"
6,3.8,19,30,63,43,1010.9,1011.4,"0","February"
5.6,11.1,9,30,51,45,1014.8,1014.4,"0","February"
6.4,11.3,15,20,66,43,1013.1,1010.6,"0","February"
6.2,7,11,30,71,52,1011.4,1010,"0","February"
8.6,5.6,15,24,75,71,1013.7,1013.4,"0","February"
3,8.2,17,28,70,81,1017,1016.2,"1","February"
4.4,6.7,19,26,68,64,1019.7,1018.4,"0","February"
4.8,10.4,11,15,80,48,1020.3,1017.3,"0","February"
8.4,7.8,44,30,57,22,1016.3,1013,"0","February"
7,4.8,30,30,63,61,1013.8,1012,"1","February"
4.8,2.5,17,17,83,61,1017.3,1016,"0","February"
3.2,8,7,11,85,57,1018,1015.1,"0","February"
4,6.4,4,9,80,48,1014.5,1012.1,"0","February"
4.6,1,19,15,72,65,1014.8,1014.4,"0","February"
4,6.6,15,13,67,53,1015.5,1014.2,"0","February"
3.4,12.6,13,19,71,51,1015.9,1015.5,"0","February"
5.8,11.9,11,24,69,61,1018.7,1018.5,"0","February"
6.6,12.3,7,15,69,17,1020.6,1017.4,"0","February"
10.2,12.7,44,28,33,19,1017.6,1015,"0","February"
9.2,10.3,44,39,50,43,1013.1,1009.7,"1","February"
11.4,0,31,17,91,88,1011.6,1011.9,"1","February"
1.4,0,11,28,91,64,1015,1015.2,"0","February"
2,1.5,17,7,59,55,1015.7,1011.7,"1","February"
3.2,0,37,31,90,71,1007.8,1008.1,"0","March"
3.2,7.8,30,26,64,45,1014.5,1013.3,"0","March"
6.2,0,15,13,74,93,1014.4,1010.7,"1","March"
0.8,8.5,15,19,87,39,1007.6,1007.7,"1","March"
6.8,6.7,20,22,67,58,1017.8,1019.1,"0","March"
4.8,6.6,20,28,67,51,1022.3,1022.5,"0","March"
4.8,11,24,31,62,35,1028.2,1026,"0","March"
6,4.1,20,31,64,54,1021.7,1017.4,"0","March"
2.4,8.1,15,17,82,52,1012.9,1011.5,"0","March"
5,6.3,13,22,53,42,1016.9,1018.1,"0","March"
4.6,10.2,6,22,60,43,1019,1019.1,"0","March"
4.2,11,15,13,58,48,1020.7,1018.7,"0","March"
4.8,9.5,20,19,74,27,1017.9,1014.6,"0","March"
7.4,8.7,28,30,60,37,1014.3,1011,"1","March"
8.6,2.4,26,28,74,69,1010.1,1007.8,"1","March"
3,2.4,2,15,75,54,1008.3,1009.5,"1","March"
2.4,10,11,20,73,45,1019.1,1019.6,"0","March"
4.4,11.6,7,22,78,45,1025.7,1023.6,"1","March"
5.2,11.5,17,19,75,35,1024.1,1019.9,"0","March"
6.8,11.1,31,39,58,43,1015.5,1009.6,"0","March"
8.4,5.1,28,31,68,68,1004.8,1008.2,"1","March"
4.4,9.5,13,15,67,36,1011.4,1007.6,"0","March"
5.4,6.4,20,48,61,27,1005.6,1006.3,"0","March"
4.6,2.4,19,17,76,54,1014.1,1016.8,"0","March"
2.6,1.5,4,15,77,47,1023.3,1022.6,"0","March"
2.6,4.2,9,9,79,48,1023.8,1022.3,"0","March"
2,6,0,20,69,59,1024.7,1022.9,"0","March"
1.6,10.3,11,11,78,48,1021,1018.5,"0","March"
4.6,7.6,19,19,73,41,1019.2,1016.4,"0","March"
3.6,10.6,13,30,82,36,1017.1,1013.4,"0","March"
8.2,8.3,48,24,48,65,1013,1012.5,"0","March"
6.6,7.2,13,17,68,52,1019.3,1017.4,"0","April"
2.6,9.7,17,33,70,36,1016.3,1011.4,"0","April"
5.4,8.3,28,24,46,46,1012.9,1012.9,"0","April"
3,10.3,4,6,66,49,1017.3,1014.1,"0","April"
3.4,10.6,7,11,75,48,1019.9,1016.3,"0","April"
4.8,8,33,44,60,44,1014.2,1009,"0","April"
8.2,8.9,26,17,59,48,1022.1,1020.7,"0","April"
3.2,3.7,11,15,65,32,1018.9,1015.2,"0","April"
3.8,4.9,24,28,74,47,1018.7,1021,"1","April"
5,1.7,11,24,86,53,1032,1032.6,"0","April"
1.6,8.7,11,15,51,48,1035,1033.2,"0","April"
2.8,10.7,15,7,76,37,1033.7,1030.3,"0","April"
3.4,10.6,26,24,67,32,1030.9,1026.2,"0","April"
6.2,9.6,28,31,47,27,1025.4,1020.9,"0","April"
